time[ms],desiredTension1,desiredTension2,desiredTension3,desiredTension4,desiredTension5,desiredTension6,desiredTension7,desiredTension8,desiredTension9,desiredTension10,desiredTension11,desiredTension12,desiredTension13,desiredTension14\n\r47349498.000
47349518.000
47349538.000
47349558.000
47349578.000
47349598.000
47349618.000
47349638.000
47349658.000
47349678.000
47349698.000
47349718.000
47349738.000
47349758.000
47349778.000
47349798.000
47349818.000
47349838.000
47349858.000
47349878.000
47349898.000
47349918.000
47349938.000
47349958.000
47349978.000
47349998.000
47350018.000
47350038.000
47350058.000
47350078.000
47350098.000
47350118.000
47350138.000
47350158.000
47350178.000
47350198.000
47350219.000
47350239.000
47350259.000
47350279.000
47350300.000
47350320.000
47350340.000
