time[ms],desiredTension1,desiredTension2,desiredTension3,desiredTension4,desiredTension5,desiredTension6,desiredTension7,desiredTension8,desiredTension9,desiredTension10,desiredTension11,desiredTension12,desiredTension13,desiredTension14\n\r47350382.000
47350403.000
47350423.000
47350443.000
47350463.000
47350483.000
47350503.000
47350523.000
47350543.000
47350563.000
47350583.000
47350603.000
47350623.000
47350643.000
47350663.000
47350683.000
47350703.000
47350723.000
47350743.000
47350763.000
47350783.000
47350803.000
47350823.000
47350843.000
47350863.000
47350883.000
47350903.000
47350923.000
47350943.000
47350964.000
47350984.000
47351004.000
47351024.000
47351044.000
47351064.000
47351084.000
47351104.000
47351124.000
47351144.000
47351164.000
47351184.000
47351204.000
47351224.000
47351244.000
47351264.000
47351284.000
47351304.000
47351324.000
47351344.000
47351364.000
47351384.000
47351404.000
47351424.000
47351444.000
47351464.000
47351484.000
47351504.000
47351524.000
47351544.000
47351564.000
47351584.000
47351604.000
47351624.000
47351644.000
47351664.000
47351684.000
47351704.000
47351724.000
47351744.000
47351764.000
47351784.000
47351804.000
47351824.000
47351844.000
47351864.000
47351884.000
47351904.000
47351924.000
47351944.000
47351964.000
47351984.000
47352004.000
47352024.000
47352044.000
47352064.000
47352084.000
47352104.000
47352124.000
47352144.000
47352164.000
47352184.000
47352204.000
47352224.000
47352244.000
47352264.000
47352284.000
47352304.000
47352324.000
47352344.000
47352365.000
47352385.000
47352405.000
47352425.000
47352445.000
47352466.000
47352486.000
47352506.000
47352526.000
47352546.000
47352566.000
47352586.000
47352606.000
47352627.000
47352647.000
47352667.000
47352688.000
47352708.000
47352728.000
47352748.000
47352768.000
47352788.000
47352808.000
47352828.000
47352848.000
47352868.000
47352888.000
47352908.000
47352928.000
47352948.000
47352968.000
47352988.000
47353008.000
47353028.000
47353048.000
47353068.000
47353088.000
47353108.000
47353128.000
47353148.000
47353168.000
47353188.000
47353208.000
47353229.000
47353249.000
47353269.000
47353289.000
47353309.000
47353329.000
47353349.000
47353369.000
47353389.000
47353409.000
47353429.000
47353449.000
47353469.000
47353489.000
47353510.000
47353530.000
47353550.000
47353570.000
47353591.000
47353611.000
47353631.000
47353651.000
47353671.000
47353692.000
47353712.000
47353732.000
47353752.000
47353772.000
47353793.000
47353813.000
47353833.000
47353853.000
47353873.000
47353893.000
47353913.000
47353933.000
47353953.000
47353973.000
47353993.000
47354013.000
47354033.000
47354053.000
47354073.000
47354093.000
47354113.000
47354133.000
47354153.000
47354173.000
47354193.000
47354213.000
47354233.000
47354253.000
47354273.000
47354293.000
47354313.000
47354333.000
47354353.000
47354373.000
47354393.000
47354413.000
47354433.000
47354453.000
47354473.000
47354493.000
47354513.000
47354533.000
47354553.000
47354573.000
47354593.000
47354613.000
47354633.000
47354653.000
47354673.000
47354693.000
47354713.000
47354733.000
47354753.000
47354773.000
47354793.000
47354813.000
47354833.000
47354853.000
47354873.000
47354893.000
47354913.000
47354933.000
47354953.000
47354973.000
47354993.000
47355013.000
47355033.000
47355053.000
47355073.000
47355093.000
47355113.000
47355133.000
47355153.000
47355173.000
47355194.000
47355214.000
47355234.000
47355254.000
47355274.000
47355294.000
47355314.000
47355334.000
47355354.000
47355374.000
47355394.000
47355414.000
47355434.000
47355454.000
47355474.000
47355494.000
47355514.000
47355534.000
47355554.000
47355574.000
47355594.000
47355614.000
47355634.000
47355654.000
47355674.000
47355694.000
47355714.000
47355734.000
47355754.000
47355774.000
47355794.000
47355814.000
47355834.000
47355854.000
47355874.000
47355894.000
47355914.000
47355934.000
47355954.000
47355974.000
47355994.000
47356014.000
47356034.000
47356054.000
47356074.000
47356094.000
47356114.000
47356134.000
47356154.000
47356174.000
47356194.000
47356214.000
47356234.000
47356254.000
47356274.000
47356294.000
47356314.000
47356334.000
47356354.000
47356375.000
47356395.000
47356415.000
47356435.000
47356455.000
47356476.000
47356496.000
47356516.000
47356536.000
47356556.000
47356576.000
47356596.000
47356616.000
47356636.000
47356656.000
47356676.000
47356696.000
47356716.000
47356736.000
47356756.000
47356776.000
47356796.000
47356816.000
47356837.000
47356857.000
47356877.000
47356897.000
47356917.000
47356937.000
47356957.000
47356978.000
47356998.000
47357018.000
47357039.000
47357059.000
47357079.000
47357099.000
47357119.000
47357139.000
47357159.000
47357179.000
47357199.000
47357219.000
47357240.000
47357260.000
47357280.000
47357301.000
47357321.000
47357341.000
47357361.000
47357381.000
47357401.000
47357421.000
47357441.000
47357461.000
47357481.000
47357501.000
47357521.000
47357541.000
47357561.000
47357581.000
47357601.000
47357621.000
47357641.000
47357661.000
47357681.000
47357701.000
47357721.000
47357741.000
47357761.000
47357782.000
47357802.000
47357822.000
47357842.000
47357862.000
47357882.000
47357902.000
47357922.000
47357942.000
47357962.000
47357982.000
47358003.000
47358023.000
47358043.000
47358063.000
47358083.000
47358103.000
47358123.000
47358143.000
47358163.000
47358183.000
47358203.000
47358223.000
47358243.000
47358263.000
47358283.000
47358303.000
47358323.000
47358343.000
47358363.000
47358383.000
47358403.000
47358423.000
47358443.000
47358463.000
47358483.000
47358503.000
47358523.000
47358543.000
47358563.000
47358583.000
47358603.000
47358623.000
47358643.000
47358663.000
47358683.000
47358703.000
47358723.000
47358743.000
47358763.000
47358783.000
47358803.000
47358823.000
47358843.000
47358863.000
47358883.000
47358903.000
47358924.000
47358944.000
47358964.000
47358984.000
47359004.000
47359024.000
47359044.000
47359064.000
47359084.000
47359104.000
47359124.000
47359144.000
47359164.000
47359185.000
47359205.000
47359225.000
47359245.000
47359265.000
47359285.000
47359305.000
47359325.000
47359345.000
47359365.000
47359385.000
47359405.000
47359425.000
47359445.000
47359465.000
47359485.000
47359505.000
47359525.000
47359545.000
47359565.000
47359585.000
47359605.000
47359625.000
47359645.000
47359665.000
47359686.000
47359706.000
47359726.000
47359746.000
47359766.000
47359786.000
47359806.000
47359826.000
47359847.000
47359867.000
47359887.000
47359907.000
47359927.000
47359947.000
47359967.000
47359988.000
47360008.000
47360028.000
47360048.000
47360068.000
47360088.000
47360108.000
47360128.000
47360148.000
47360168.000
47360188.000
47360208.000
47360228.000
47360248.000
47360268.000
47360288.000
47360308.000
47360328.000
47360348.000
47360368.000
47360388.000
47360408.000
47360428.000
47360448.000
47360468.000
47360488.000
47360508.000
47360528.000
47360548.000
47360568.000
47360588.000
47360608.000
47360628.000
47360648.000
47360668.000
47360688.000
47360708.000
47360728.000
47360748.000
47360768.000
47360788.000
47360808.000
47360828.000
47360848.000
47360868.000
47360888.000
47360908.000
47360928.000
47360948.000
47360968.000
47360988.000
47361008.000
47361028.000
47361048.000
47361068.000
47361088.000
47361108.000
47361128.000
47361148.000
47361168.000
47361189.000
47361209.000
47361229.000
47361249.000
