-9.494510057	-3.219714658	0
-8.036429427	-2.100747244	0
-6.43318383	-0.7606427124	0
-4.745172137	0.7449259316	0
-3.07000202	2.32761113	0
-1.551659772	3.847928785	0
-0.1210878141	5.27172325	0
1.19140336	6.482439673	0
2.406215278	7.452542582	0
3.515590557	8.223148972	0
4.695132559	8.733904499	0
5.893418142	9.0114756	0
7.235674526	9.121702733	0
8.60404371	9.071930807	0
9.845549906	8.82942367	0
10.93894819	8.431950677	0
11.86459998	7.890261513	0
12.79169859	7.196094017	0
13.65464957	6.490236238	0
14.59919277	5.849811551	0
15.51293312	5.250900439	0
16.28813424	4.668256534	0
17.0169557	4.037942035	0
17.6332455	3.36121502	0
18.22438999	2.611610204	0
18.71383631	1.76590897	0
19.16107329	0.879130802	0
19.52869233	-0.002355581571	0
19.79358192	-0.9315869848	0
20.00717935	-1.836280474	0
20.14760064	-2.701878554	0
20.22659475	-3.560295801	0
20.25565958	-4.331866363	0
20.18878747	-5.050666275	0
20.08091683	-5.702700251	0
19.93688063	-6.287095287	0
19.73859551	-6.782033131	0
19.49629535	-7.212452869	0
19.21853743	-7.562662426	0
18.8394753	-7.830907273	0
18.4549076	-7.951747266	0
17.87736616	-8.000310924	0
17.35814066	-7.99487725	0
16.7247715	-7.895139165	0
15.9605294	-7.740263753	0
15.17464676	-7.474271832	0
14.26671857	-7.184944976	0
13.35324065	-6.721123596	0
12.36739164	-6.187731248	0
11.34413643	-5.403939605	0
10.28997987	-4.403614268	0
9.076196238	-3.157707755	0
7.810771038	-1.704061997	0
6.372978671	-0.07654607628	0
4.949535602	1.634852175	0
3.48705334	3.297128467	0
2.008347816	4.814938775	0
0.5623895643	6.169605044	0
-0.7921288739	7.27472891	0
-2.09660646	8.105651053	0
-3.455660678	8.685365343	0
-4.877012117	8.985436083	0
-6.391595015	9.06673975	0
-7.946227328	8.901726159	0
-9.398483362	8.588196923	0
-10.65321481	8.172138807	0
-11.65748958	7.589550168	0
-12.62038189	6.91447538	0
-13.50489677	6.197790773	0
-14.40879108	5.408543893	0
-15.39587456	4.75222869	0
-16.43717617	4.179519969	0
-17.46291501	3.601312527	0
-18.32256123	3.040998166	0
-19.02925981	2.445634358	0
-19.64827421	1.773865409	0
-20.16105614	1.066917912	0
-20.57165277	0.3202956116	0
-20.93828692	-0.5285315065	0
-21.22822417	-1.366488707	0
-21.47042246	-2.189038134	0
-21.63172527	-3.002827672	0
-21.69931133	-3.831253958	0
-21.70782296	-4.638591183	0
-21.65584593	-5.37035636	0
-21.51375102	-6.041902451	0
-21.30387	-6.639327312	0
-21.02235134	-7.090241048	0
-20.65821253	-7.420728365	0
-20.13150976	-7.590776291	0
-19.522618	-7.650511053	0
-18.8732491	-7.627940502	0
-18.21244064	-7.500578322	0
-17.457376	-7.243117701	0
-16.64721649	-6.880645212	0
-15.69224855	-6.456544384	0
-14.57926751	-5.960741309	0
-13.42140203	-5.439416105	0
-12.1902595	-4.817805844	0
-10.9690888	-4.104047441	0
-9.669795309	-3.191005738	0
