-5.696706034	-5.366191096	0
-4.821857656	-3.501245407	0
-3.859910298	-1.267737854	0
-2.847103282	1.241543219	0
-1.842001212	3.879351883	0
-0.9309958633	6.413214642	0
-0.07265268845	8.786205417	0
0.7148420161	10.80406612	0
1.443729167	12.4209043	0
2.109354334	13.70524829	0
2.817079535	14.5565075	0
3.536050885	15.019126	0
4.341404716	15.20283789	0
5.162426226	15.11988468	0
5.907329944	14.71570612	0
6.563368911	14.05325113	0
7.118759986	13.15043586	0
7.675019156	11.99349003	0
8.192789742	10.8170604	0
8.759515665	9.749685918	0
9.307759869	8.751500732	0
9.772880545	7.780427557	0
10.21017342	6.729903392	0
10.5799473	5.602025033	0
10.934634	4.352683674	0
11.22830179	2.943181617	0
11.49664397	1.465218003	0
11.7172154	-0.003925969284	0
11.87614915	-1.552644975	0
12.00430761	-3.060467456	0
12.08856038	-4.503130924	0
12.13595685	-5.933826335	0
12.15339575	-7.219777271	0
12.11327248	-8.417777125	0
12.0485501	-9.504500418	0
11.96212838	-10.47849215	0
11.84315731	-11.30338855	0
11.69777721	-12.02075478	0
11.53112246	-12.60443738	0
11.30368518	-13.05151212	0
11.07294456	-13.25291211	0
10.7264197	-13.33385154	0
10.4148844	-13.32479542	0
10.0348629	-13.15856527	0
9.576317642	-12.90043959	0
9.104788055	-12.45711972	0
8.560031143	-11.97490829	0
8.011944388	-11.20187266	0
7.420434987	-10.31288541	0
6.80648186	-9.006566009	0
6.173987923	-7.339357114	0
5.445717743	-5.262846259	0
4.686462623	-2.840103328	0
3.823787202	-0.1275767938	0
2.969721361	2.724753625	0
2.092232004	5.495214111	0
1.20500869	8.024897958	0
0.3374337386	10.28267507	0
-0.4752773243	12.12454818	0
-1.257963876	13.50941842	0
-2.073396407	14.4756089	0
-2.92620727	14.9757268	0
-3.834957009	15.11123292	0
-4.767736397	14.83621027	0
-5.639090017	14.31366154	0
-6.391928885	13.62023135	0
-6.994493747	12.64925028	0
-7.572229132	11.52412563	0
-8.10293806	10.32965129	0
-8.645274649	9.014239822	0
-9.237524738	7.920381149	0
-9.8623057	6.965866615	0
-10.47774901	6.002187545	0
-10.99353674	5.068330277	0
-11.41755588	4.076057263	0
-11.78896452	2.956442349	0
-12.09663368	1.77819652	0
-12.34299166	0.5338260193	0
-12.56297215	-0.8808858442	0
-12.7369345	-2.277481178	0
-12.88225348	-3.64839689	0
-12.97903516	-5.004712787	0
-13.0195868	-6.385423263	0
-13.02469378	-7.730985305	0
-12.99350756	-8.950593933	0
-12.90825061	-10.06983742	0
-12.782322	-11.06554552	0
-12.6134108	-11.81706841	0
-12.39492752	-12.36788061	0
-12.07890586	-12.65129382	0
-11.7135708	-12.75085175	0
-11.32394946	-12.71323417	0
-10.92746438	-12.50096387	0
-10.4744256	-12.07186283	0
-9.988329895	-11.46774202	0
-9.415349131	-10.76090731	0
-8.747560503	-9.934568848	0
-8.052841219	-9.065693508	0
-7.314155698	-8.029676407	0
-6.581453278	-6.840079069	0
-5.801877185	-5.318342897	0
